Order_ID,Month,Category,Region,Sales,Profit,Quantity,Discount
ORD1415,October,Pixel Phone,TamilNadu,1115.52,376.87,7,0.12
ORD1416,May,Furniture,TamilNadu,1023.42,205.91,6,0.38
ORD1417,August,Dress,Assam,322.86,12.78,6,0.46
ORD1418,September,Dress,Assam,229.42,428.23,1,0.17
ORD1419,September,Pixel Phone,Gujrat,123.02,-77.85,6,0.38
ORD1420,March,Groceries,Assam,1238.65,14.65,4,0.08
ORD1421,January,Novels,Gujrat,1631.8,66.31,8,0.24
ORD1422,July,Novels,Assam,504.8,254.98,9,0.02
ORD1423,September,Dress,Gujrat,58.51,252.09,9,0.17
ORD1424,December,Furniture,Gujrat,1458.16,-65.46,4,0.12
ORD1425,March,Furniture,Assam,1734.22,80.6,5,0.25
ORD1426,September,Novels,TamilNadu,1093.08,362.47,3,0.23
ORD1427,October,Furniture,Assam,606.4,241.28,6,0.39
ORD1428,May,Furniture,TamilNadu,1490.3,263.74,7,0.06
ORD1429,April,Furniture,Assam,146.27,258.65,7,0.26
ORD1430,December,Groceries,Gujrat,674.13,400.22,8,0.19
ORD1431,December,Groceries,Assam,1126.97,275.84,3,0.17
ORD1432,September,Pixel Phone,Assam,737.63,479.35,7,0.22
ORD1433,May,Novels,TamilNadu,1471.02,263.38,8,0.3
ORD1434,June,Dress,Delhi,1390.87,154.6,1,0.17
ORD1435,October,Novels,Assam,1474.05,-8.81,2,0.03
ORD1436,July,Groceries,Delhi,1078.23,486.52,7,0.07
ORD1437,Febuary,Dress,TamilNadu,1577.74,99.93,8,0.16
ORD1438,November,Dress,Gujrat,1060.63,-24.48,9,0.47
ORD1439,June,Pixel Phone,Assam,1192.01,127.52,8,0.07
ORD1440,November,Groceries,Assam,1408.67,259.71,1,0.27
ORD1441,December,Furniture,Delhi,1215.63,198.79,4,0.22
ORD1442,April,Pixel Phone,Gujrat,661.83,366.55,7,0.35
ORD1443,October,Groceries,Assam,720.32,27.61,9,0.11
ORD1444,October,Furniture,TamilNadu,1744.66,65.35,4,0.15
ORD1445,December,Furniture,Delhi,515.06,-81.0,9,0.05
ORD1446,January,Novels,Gujrat,1599.13,425.0,7,0.03
ORD1447,June,Groceries,Assam,177.53,-57.44,7,0.1
ORD1448,October,Dress,Assam,1982.08,93.32,3,0.43
ORD1449,May,Dress,Delhi,746.8,3.06,1,0.27
ORD1450,September,Novels,Delhi,1450.15,-95.75,1,0.22
ORD1451,May,Pixel Phone,Gujrat,235.88,54.01,8,0.22
ORD1452,August,Dress,Delhi,1732.56,144.14,1,0.17
ORD1453,October,Novels,Assam,1790.62,359.82,9,0.31
ORD1454,August,Furniture,Gujrat,480.73,282.24,9,0.05
ORD1455,December,Groceries,Gujrat,92.89,286.63,4,0.12
ORD1456,Febuary,Furniture,Gujrat,1403.5,121.85,8,0.46
ORD1457,January,Groceries,Assam,1534.03,168.55,7,0.41
ORD1458,March,Furniture,Assam,375.7,193.01,5,0.05
ORD1459,August,Novels,Assam,1283.77,-49.61,7,0.29
ORD1460,January,Groceries,Delhi,584.27,233.52,1,0.05
ORD1461,September,Groceries,Delhi,1842.86,-75.16,6,0.1
ORD1462,December,Furniture,Assam,1715.37,69.47,9,0.38
ORD1463,March,Groceries,Delhi,1078.84,446.84,7,0.01
ORD1464,January,Dress,Gujrat,1376.97,411.57,1,0.04
ORD1465,April,Furniture,Delhi,1109.61,305.51,6,0.11
ORD1466,September,Novels,TamilNadu,1249.19,-31.32,6,0.3
ORD1467,April,Dress,Delhi,999.72,351.24,7,0.37
ORD1468,July,Pixel Phone,TamilNadu,631.9,158.51,8,0.36
ORD1469,March,Pixel Phone,TamilNadu,1680.48,376.9,7,0.48
ORD1470,Febuary,Dress,Gujrat,406.84,1.64,1,0.32
ORD1471,Febuary,Novels,TamilNadu,1123.44,144.91,4,0.27
ORD1472,April,Groceries,Delhi,1233.09,-32.61,8,0.15
ORD1473,September,Furniture,TamilNadu,124.62,140.76,3,0.3
ORD1474,January,Furniture,Gujrat,796.99,-59.4,3,0.13
ORD1475,March,Furniture,Delhi,858.27,91.5,7,0.28
ORD1476,March,Furniture,Delhi,861.37,440.32,7,0.15
ORD1477,July,Dress,Gujrat,374.53,310.83,2,0.1
ORD1478,July,Furniture,Gujrat,1139.09,58.53,5,0.46
ORD1479,August,Groceries,Assam,371.61,57.44,5,0.16
ORD1480,May,Novels,Delhi,260.37,488.71,5,0.29
ORD1481,June,Furniture,Gujrat,815.21,433.89,3,0.4
ORD1482,March,Dress,Delhi,1619.52,75.57,1,0.14
ORD1483,September,Pixel Phone,Delhi,1479.22,437.2,6,0.2
ORD1484,June,Furniture,TamilNadu,1042.79,214.53,8,0.25
ORD1485,March,Pixel Phone,Delhi,1835.23,89.51,7,0.45
ORD1486,January,Novels,Delhi,122.37,215.93,1,0.32
ORD1487,Febuary,Novels,Assam,1065.02,361.12,9,0.36
ORD1488,March,Groceries,Delhi,776.09,340.1,1,0.03
ORD1489,December,Novels,Delhi,1126.08,196.42,5,0.28
ORD1490,June,Novels,Assam,1201.68,186.08,5,0.41
ORD1491,May,Dress,Delhi,1954.79,28.82,9,0.02
ORD1492,December,Novels,Gujrat,1449.95,77.32,7,0.5
ORD1493,June,Groceries,TamilNadu,299.77,23.55,1,0.2
ORD1494,March,Groceries,Delhi,636.24,391.48,7,0.35
ORD1495,August,Dress,Delhi,602.28,-73.36,6,0.05
ORD1496,October,Pixel Phone,Gujrat,1660.09,348.87,8,0.04
ORD1497,December,Groceries,TamilNadu,997.58,225.63,5,0.19
ORD1498,June,Furniture,Delhi,917.79,328.2,3,0.19
ORD1499,January,Furniture,Gujrat,1871.02,337.69,7,0.45
